stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
11,"I finally left the dark room I've been crying in & instead of getting some sun on my translucent skin, I got 6000 mosquito bites. #blessed",Negative,"['left', 'the dark', ""room I've"", 'been crying in', 'I got 6000', 'mosquito', 'bites.']",['bites.'],"['left', ""room I've"", '& instead of', 'my translucent', 'mosquito']","['I finally', 'left', 'the dark', ""room I've"", 'been crying in', '& instead of', 'getting', 'some sun on', 'my translucent', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['been crying in', '& instead of', 'some sun on', 'my translucent']","['I finally', 'left', 'the dark', ""room I've"", 'been crying in', '& instead of', 'getting', 'some sun on', 'my translucent', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['I finally', 'left', 'the dark', ""room I've"", '& instead of', 'getting', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['I finally', 'left', 'the dark', ""room I've"", 'been crying in', '& instead of', 'getting', 'some sun on', 'my translucent', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['been crying in', 'some sun on', 'my translucent']","['I finally', 'left', 'the dark', ""room I've"", 'been crying in', '& instead of', 'getting', 'some sun on', 'my translucent', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['I finally', 'left', 'been crying in', 'my translucent']","['I finally', 'left', 'the dark', ""room I've"", 'been crying in', '& instead of', 'getting', 'some sun on', 'my translucent', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['been crying in', '& instead of', 'some sun on', 'my translucent']","['I finally', 'left', ""room I've"", 'getting', 'my translucent', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['I finally', 'left', 'the dark', ""room I've"", 'been crying in', '& instead of', 'getting', 'some sun on', 'my translucent', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['I finally', 'left', 'getting', 'some sun on', 'my translucent', 'skin,', 'bites.']","['I finally', 'left', 'the dark', ""room I've"", 'been crying in', '& instead of', 'getting', 'some sun on', 'my translucent', 'skin,', 'I got 6000', 'mosquito', 'bites.']","['left', 'the dark', ""room I've"", 'been crying in', '& instead of', 'getting', 'some sun on', 'my translucent', 'skin,', 'mosquito', 'bites.']"
12,"As A Rumor of Angels reveals itself to be a sudsy tub of supernatural hokum, not even Ms. Redgrave's noblest efforts can redeem it from hopeless sentimentality.",Negative,"['be a sudsy', 'tub of', 'supernatural', 'hokum,', 'from hopeless']","['A', 'of', 'Angels', 'itself to', 'be a sudsy', 'supernatural', ""Redgrave's"", 'efforts', 'can redeem it']","['A', 'Rumor', 'Angels', 'reveals', 'tub of', 'supernatural', 'hokum,', 'Ms.', ""Redgrave's"", 'noblest', 'efforts', 'from hopeless', 'sentimentality.']","['As', 'A', 'Rumor', 'of', 'Angels', 'reveals', 'itself to', 'be a sudsy', 'tub of', 'supernatural', 'hokum,', 'not even', 'Ms.', ""Redgrave's"", 'noblest', 'efforts', 'can redeem it', 'from hopeless', 'sentimentality.']","['be a sudsy', 'supernatural', ""Redgrave's"", 'can redeem it', 'from hopeless', 'sentimentality.']","['As', 'A', 'Rumor', 'of', 'Angels', 'reveals', 'itself to', 'be a sudsy', 'tub of', 'supernatural', 'hokum,', 'not even', 'Ms.', ""Redgrave's"", 'noblest', 'efforts', 'can redeem it', 'from hopeless', 'sentimentality.']","['As', 'A', 'Rumor', 'of', 'Angels', 'reveals', 'supernatural', 'not even', 'Ms.', ""Redgrave's"", 'efforts', 'sentimentality.']","['As', 'A', 'Rumor', 'of', 'Angels', 'reveals', 'itself to', 'be a sudsy', 'tub of', 'supernatural', 'hokum,', 'not even', 'Ms.', ""Redgrave's"", 'noblest', 'efforts', 'can redeem it', 'from hopeless', 'sentimentality.']","['itself to', 'be a sudsy', 'tub of', 'hokum,', 'noblest', 'can redeem it', 'from hopeless']","['As', 'A', 'Rumor', 'of', 'Angels', 'reveals', 'itself to', 'be a sudsy', 'tub of', 'supernatural', 'hokum,', 'not even', 'Ms.', ""Redgrave's"", 'noblest', 'efforts', 'can redeem it', 'from hopeless', 'sentimentality.']","['As', 'A', 'of', 'be a sudsy', 'tub of', 'Ms.', ""Redgrave's"", 'noblest', 'can redeem it', 'from hopeless', 'sentimentality.']","['As', 'A', 'Rumor', 'of', 'Angels', 'reveals', 'itself to', 'be a sudsy', 'tub of', 'supernatural', 'hokum,', 'not even', 'Ms.', ""Redgrave's"", 'noblest', 'efforts', 'can redeem it', 'from hopeless', 'sentimentality.']","['Rumor', 'Angels', 'reveals', 'itself to', 'be a sudsy', 'tub of', 'supernatural', 'hokum,', 'not even', ""Redgrave's"", 'noblest', 'efforts', 'can redeem it', 'from hopeless', 'sentimentality.']","['As', 'A', 'of', 'Angels', 'reveals', 'itself to', 'tub of', 'supernatural', 'hokum,', 'Ms.', 'noblest', 'efforts', 'from hopeless', 'sentimentality.']","['As', 'A', 'Rumor', 'of', 'Angels', 'reveals', 'itself to', 'be a sudsy', 'tub of', 'supernatural', 'hokum,', 'not even', 'Ms.', ""Redgrave's"", 'noblest', 'efforts', 'can redeem it', 'from hopeless', 'sentimentality.']","['As', 'A', 'Rumor', 'Angels', 'reveals', 'itself to', 'supernatural', 'hokum,', 'Ms.', 'can redeem it', 'from hopeless', 'sentimentality.']","['As', 'A', 'Rumor', 'of', 'Angels', 'reveals', 'itself to', 'be a sudsy', 'tub of', 'supernatural', 'hokum,', 'not even', 'Ms.', ""Redgrave's"", 'noblest', 'efforts', 'can redeem it', 'from hopeless', 'sentimentality.']","['A', 'tub of', 'Ms.']"
13,"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open",Negative,"[""I've thrown"", 'boiling', 'tea', 'smashed', 'smashed', 'a milk', 'sliced', 'my finger']","['Been at work for', ""I've thrown"", 'a mug,', 'my finger']","[""I've thrown"", 'boiling', 'tea', 'everywhere,']","['Been at work for', 'not even 4', 'hours and', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'a milk', 'jug and', 'sliced', 'my finger']","['not even 4', ""I've thrown"", 'everywhere,']","['Been at work for', 'not even 4', 'hours and', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'a milk', 'jug and', 'sliced', 'my finger']","['not even 4', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'a milk', 'jug and', 'sliced']","['Been at work for', 'not even 4', 'hours and', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'a milk', 'jug and', 'sliced', 'my finger']","['Been at work for', 'hours and', 'my finger']","['Been at work for', 'not even 4', 'hours and', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'a milk', 'jug and', 'sliced', 'my finger']","['Been at work for', 'my finger']","['Been at work for', 'not even 4', 'hours and', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'a milk', 'jug and', 'sliced', 'my finger']","['not even 4', ""I've thrown"", 'everywhere,']","['Been at work for', 'not even 4', 'hours and', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'smashed', 'a milk', 'jug and', 'sliced', 'my finger']","['Been at work for', 'not even 4', 'hours and', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'a milk', 'jug and', 'sliced', 'my finger']","['Been at work for', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'sliced', 'my finger']","['Been at work for', 'not even 4', 'hours and', ""I've thrown"", 'boiling', 'tea', 'everywhere,', 'smashed', 'a mug,', 'smashed', 'a milk', 'jug and', 'sliced', 'my finger']",[]
14,"Designed to provide a mix of smiles and tears, ""Crossroads'' instead provokes a handful of unintentional howlers and numerous yawns.",Negative,"['howlers', 'yawns.']","['to provide', 'smiles']","['smiles', '""""""Crossroads\'\'""', 'instead', 'unintentional', 'howlers', 'and numerous', 'yawns.']","['Designed', 'to provide', 'a mix of', 'smiles', 'and tears,', '""""""Crossroads\'\'""', 'instead', 'provokes a', 'handful of', 'unintentional', 'howlers', 'and numerous', 'yawns.']","['""""""Crossroads\'\'""', 'unintentional']","['Designed', 'to provide', 'a mix of', 'smiles', 'and tears,', '""""""Crossroads\'\'""', 'instead', 'provokes a', 'handful of', 'unintentional', 'howlers', 'and numerous', 'yawns.']","['Designed', 'to provide', 'a mix of', 'smiles', 'instead', 'provokes a', 'handful of', 'and numerous', 'yawns.']","['Designed', 'to provide', 'a mix of', 'smiles', 'and tears,', '""""""Crossroads\'\'""', 'instead', 'provokes a', 'handful of', 'unintentional', 'howlers', 'and numerous', 'yawns.']","['and tears,', '""""""Crossroads\'\'""', 'unintentional', 'howlers']","['Designed', 'to provide', 'a mix of', 'smiles', 'and tears,', '""""""Crossroads\'\'""', 'instead', 'provokes a', 'handful of', 'unintentional', 'howlers', 'and numerous', 'yawns.']","['Designed', '""""""Crossroads\'\'""', 'instead', 'unintentional', 'howlers']","['Designed', 'to provide', 'a mix of', 'smiles', 'and tears,', '""""""Crossroads\'\'""', 'instead', 'provokes a', 'handful of', 'unintentional', 'howlers', 'and numerous', 'yawns.']","['""""""Crossroads\'\'""', 'unintentional']","['Designed', 'a mix of', 'and tears,', 'instead', 'handful of', 'and numerous', 'yawns.']","['Designed', 'to provide', 'a mix of', 'smiles', 'and tears,', '""""""Crossroads\'\'""', 'instead', 'provokes a', 'handful of', 'unintentional', 'howlers', 'and numerous', 'yawns.']","['Designed', 'instead', 'yawns.']","['Designed', 'to provide', 'a mix of', 'smiles', 'and tears,', '""""""Crossroads\'\'""', 'instead', 'provokes a', 'handful of', 'unintentional', 'howlers', 'and numerous', 'yawns.']",[]
15,"It's rained every day since June 30. That's 13 #dreary, #soggy days in a row. #auckland",Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,"With virtually no interesting elements for an audience to focus on, Chelsea Walls is a triple-espresso endurance challenge.",Negative,"['endurance', 'challenge.']","['With virtually', 'no interesting', 'Chelsea', 'Walls']","['elements for', 'Chelsea', 'Walls', 'is a triple-espresso', 'endurance']","['With virtually', 'no interesting', 'elements for', 'an audience to', 'focus on', 'Chelsea', 'Walls', 'is a triple-espresso', 'endurance', 'challenge.']","['no interesting', 'elements for', 'an audience to', 'is a triple-espresso']","['With virtually', 'no interesting', 'elements for', 'an audience to', 'focus on', 'Chelsea', 'Walls', 'is a triple-espresso', 'endurance', 'challenge.']","['no interesting', 'an audience to', 'focus on', 'Chelsea', 'endurance', 'challenge.']","['With virtually', 'no interesting', 'elements for', 'an audience to', 'focus on', 'Chelsea', 'Walls', 'is a triple-espresso', 'endurance', 'challenge.']","['With virtually', 'elements for', 'Walls', 'is a triple-espresso']","['With virtually', 'no interesting', 'elements for', 'an audience to', 'focus on', 'Chelsea', 'Walls', 'is a triple-espresso', 'endurance', 'challenge.']","['With virtually', 'elements for', 'is a triple-espresso']","['With virtually', 'no interesting', 'elements for', 'an audience to', 'focus on', 'Chelsea', 'Walls', 'is a triple-espresso', 'endurance', 'challenge.']","['no interesting', 'elements for', 'an audience to', 'is a triple-espresso']","['With virtually', 'no interesting', 'elements for', 'focus on', 'Chelsea', 'endurance']","['With virtually', 'no interesting', 'elements for', 'an audience to', 'focus on', 'Chelsea', 'Walls', 'is a triple-espresso', 'endurance', 'challenge.']","['With virtually', 'focus on', 'Chelsea', 'is a triple-espresso', 'challenge.']","['With virtually', 'no interesting', 'elements for', 'an audience to', 'focus on', 'Chelsea', 'Walls', 'is a triple-espresso', 'endurance', 'challenge.']",[]
17,"To #Wyoming: you have a beautiful state but your road signs, or lack thereof, are terrible. #lost",Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19,"Partway through watching this saccharine, Easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected TV show.",Negative,"['saccharine,', 'concoction,', 'a rejected']","['Partway through', 'saccharine,', 'TV']","['saccharine,', 'Easter-egg-colored', 'concoction,', 'a rejected']","['Partway through', 'watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'of three', 'episodes of', 'a rejected', 'TV', 'show.']","['watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'episodes of', 'a rejected']","['Partway through', 'watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'of three', 'episodes of', 'a rejected', 'TV', 'show.']","['Partway through', 'watching this', 'saccharine,', 'concoction,', 'you realize that', 'of three', 'episodes of', 'a rejected', 'show.']","['Partway through', 'watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'of three', 'episodes of', 'a rejected', 'TV', 'show.']","['Easter-egg-colored', 'it is made up', 'TV']","['Partway through', 'watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'of three', 'episodes of', 'a rejected', 'TV', 'show.']","['Partway through', 'saccharine,', 'Easter-egg-colored', 'it is made up', 'of three', 'a rejected', 'TV']","['Partway through', 'watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'of three', 'episodes of', 'a rejected', 'TV', 'show.']","['watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'episodes of', 'a rejected']","['Partway through', 'saccharine,', 'concoction,', 'you realize that', 'TV', 'show.']","['Partway through', 'watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'of three', 'episodes of', 'a rejected', 'TV', 'show.']","['Partway through', 'watching this', 'saccharine,', 'concoction,', 'you realize that', 'a rejected', 'TV', 'show.']","['Partway through', 'watching this', 'saccharine,', 'Easter-egg-colored', 'concoction,', 'you realize that', 'it is made up', 'of three', 'episodes of', 'a rejected', 'TV', 'show.']",[]
20,Here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep.,Negative,"['horror', 'mucking up its', 'with glitches']","['yet', 'franchise']","['yet', 'studio', 'horror', 'franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'correct in']","[""Here's"", 'yet', 'another', 'studio', 'horror', 'franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'fans', 'could', 'correct in', 'their sleep.']","['franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'correct in', 'their sleep.']","[""Here's"", 'yet', 'another', 'studio', 'horror', 'franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'fans', 'could', 'correct in', 'their sleep.']","[""Here's"", 'yet', 'another', 'horror', 'storyline', 'fans', 'could', 'correct in', 'their sleep.']","[""Here's"", 'yet', 'another', 'studio', 'horror', 'franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'fans', 'could', 'correct in', 'their sleep.']","['studio', 'franchise', 'mucking up its', 'with glitches', 'casual']","[""Here's"", 'yet', 'another', 'studio', 'horror', 'franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'fans', 'could', 'correct in', 'their sleep.']","['yet', 'franchise', 'mucking up its', 'with glitches', 'could', 'correct in', 'their sleep.']","[""Here's"", 'yet', 'another', 'studio', 'horror', 'franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'fans', 'could', 'correct in', 'their sleep.']","['franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'correct in', 'their sleep.']","[""Here's"", 'yet', 'horror', 'franchise', 'with glitches', 'casual', 'fans', 'could', 'their sleep.']","[""Here's"", 'yet', 'another', 'studio', 'horror', 'franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'fans', 'could', 'correct in', 'their sleep.']","[""Here's"", 'yet', 'another', 'studio', 'horror', 'storyline', 'with glitches', 'casual']","[""Here's"", 'yet', 'another', 'studio', 'horror', 'franchise', 'mucking up its', 'storyline', 'with glitches', 'casual', 'fans', 'could', 'correct in', 'their sleep.']",[]
21,@Rainbow6Game felt guilt from playing this game. #horrible #RainbowSixSiege,Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes.,Negative,"['. . . a nightmare', 'a half-formed', 'wit', 'great']",['wit'],"['date with', 'a half-formed', 'wit', 'done a', 'critical', 'liberal', 'bumper']","['. . . a nightmare', 'date with', 'a half-formed', 'wit', 'done a', 'great', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']",['disservice by'],"['. . . a nightmare', 'date with', 'a half-formed', 'wit', 'done a', 'great', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']","['date with', 'wit', 'done a', 'great', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']","['. . . a nightmare', 'date with', 'a half-formed', 'wit', 'done a', 'great', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']","['. . . a nightmare', 'a half-formed']","['. . . a nightmare', 'date with', 'a half-formed', 'wit', 'done a', 'great', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']","['. . . a nightmare', 'a half-formed', 'wit', 'done a', 'critical', 'a sad', 'trust in', 'college']","['. . . a nightmare', 'date with', 'a half-formed', 'wit', 'done a', 'great', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']",[],"['date with', 'a half-formed', 'wit', 'disservice by', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker']","['. . . a nightmare', 'date with', 'a half-formed', 'wit', 'done a', 'great', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']","['. . . a nightmare', 'date with', 'a half-formed', 'wit', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']","['. . . a nightmare', 'date with', 'a half-formed', 'wit', 'done a', 'great', 'disservice by', 'a lack of', 'critical', 'distance and', 'a sad', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']","['date with', 'wit', 'great', 'disservice by', 'critical', 'distance and', 'trust in', 'liberal', 'arts', 'college', 'bumper', 'sticker', 'platitudes.']"
23,@mashable For some reason this has filled me with delight. See Auntie laugh.,Positive,"['me with delight.', 'Auntie', 'laugh.']","['this has filled', 'me with delight.']","['For some reason', 'See', 'Auntie', 'laugh.']","['@mashable', 'For some reason', 'this has filled', 'me with delight.', 'See', 'Auntie', 'laugh.']","['For some reason', 'this has filled', 'me with delight.']","['@mashable', 'For some reason', 'this has filled', 'me with delight.', 'See', 'Auntie', 'laugh.']","['See', 'Auntie', 'laugh.']","['@mashable', 'For some reason', 'this has filled', 'me with delight.', 'See', 'Auntie', 'laugh.']","['@mashable', 'For some reason', 'this has filled', 'me with delight.']","['@mashable', 'For some reason', 'this has filled', 'me with delight.', 'See', 'Auntie', 'laugh.']","['@mashable', 'For some reason', 'this has filled', 'me with delight.']","['@mashable', 'For some reason', 'this has filled', 'me with delight.', 'See', 'Auntie', 'laugh.']","['For some reason', 'this has filled', 'me with delight.']","['@mashable', 'this has filled', 'me with delight.', 'See', 'Auntie']","['@mashable', 'For some reason', 'this has filled', 'me with delight.', 'See', 'Auntie', 'laugh.']","['@mashable', 'For some reason', 'See', 'Auntie', 'laugh.']","['@mashable', 'For some reason', 'this has filled', 'me with delight.', 'See', 'Auntie', 'laugh.']",[]
24,Omgsh Alexis is sooooo freaking funny on #BachelorInParadise  That pizza segment! Plus I love her and Jazzy's friendship!,Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
25,@rickysnecklace I'm so proud Mils! Keep smiling,Positive,"[""I'm so proud"", 'Mils!', 'smiling']","['@rickysnecklace', ""I'm so proud"", 'Mils!', 'Keep']","[""I'm so proud"", 'Mils!', 'smiling']","['@rickysnecklace', ""I'm so proud"", 'Mils!', 'Keep', 'smiling']","[""I'm so proud""]","['@rickysnecklace', ""I'm so proud"", 'Mils!', 'Keep', 'smiling']","['@rickysnecklace', 'Mils!', 'Keep', 'smiling']","['@rickysnecklace', ""I'm so proud"", 'Mils!', 'Keep', 'smiling']","[""I'm so proud""]","['@rickysnecklace', ""I'm so proud"", 'Mils!', 'Keep', 'smiling']","[""I'm so proud""]","['@rickysnecklace', ""I'm so proud"", 'Mils!', 'Keep', 'smiling']","[""I'm so proud""]","['@rickysnecklace', ""I'm so proud"", 'smiling']","['@rickysnecklace', ""I'm so proud"", 'Mils!', 'Keep', 'smiling']","['@rickysnecklace', ""I'm so proud"", 'Mils!']","['@rickysnecklace', ""I'm so proud"", 'Mils!', 'Keep', 'smiling']","[""I'm so proud"", 'Mils!', 'Keep', 'smiling']"
26,Candid and comfortable; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work.,Positive,"['Candid and', 'comfortable;', 'that deftly', 'balances', 'the passion']","['comfortable;', 'a film', 'that deftly', 'balances', 'others']","['comfortable;', 'a film', 'action', 'others']","['Candid and', 'comfortable;', 'a film', 'that deftly', 'balances', 'action', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'others', 'have for their work.']","['comfortable;', 'that deftly', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'have for their work.']","['Candid and', 'comfortable;', 'a film', 'that deftly', 'balances', 'action', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'others', 'have for their work.']","['Candid and', 'comfortable;', 'action', 'others', 'have for their work.']","['Candid and', 'comfortable;', 'a film', 'that deftly', 'balances', 'action', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'others', 'have for their work.']","['a film', 'that deftly', 'balances', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion']","['Candid and', 'comfortable;', 'a film', 'that deftly', 'balances', 'action', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'others', 'have for their work.']","['a film', 'that deftly', 'as it lets', 'you grasp', 'have for their work.']","['Candid and', 'comfortable;', 'a film', 'that deftly', 'balances', 'action', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'others', 'have for their work.']","['comfortable;', 'that deftly', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'have for their work.']","['Candid and', 'comfortable;', 'balances', 'action', 'and reflection', 'as it lets', 'and feel', 'the passion', 'others']","['Candid and', 'comfortable;', 'a film', 'that deftly', 'balances', 'action', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'others', 'have for their work.']","['Candid and', 'comfortable;', 'a film', 'and reflection', 'as it lets', 'you grasp', 'have for their work.']","['Candid and', 'comfortable;', 'a film', 'that deftly', 'balances', 'action', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'others', 'have for their work.']","['comfortable;', 'a film', 'that deftly', 'balances', 'action', 'and reflection', 'as it lets', 'you grasp', 'and feel', 'the passion', 'others', 'have for their work.']"
27,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,Positive,['perfectly the'],"['Few films', 'hopes and', 'dreams of', 'the grown', 'the stands.']","['capture so', 'little', 'baseball']","['Few films', 'capture so', 'perfectly the', 'hopes and', 'dreams of', 'little', 'boys on', 'baseball', 'fields', 'as well as', 'the grown', 'men who', 'sit in', 'the stands.']","['capture so', 'perfectly the', 'hopes and', 'as well as', 'the grown', 'the stands.']","['Few films', 'capture so', 'perfectly the', 'hopes and', 'dreams of', 'little', 'boys on', 'baseball', 'fields', 'as well as', 'the grown', 'men who', 'sit in', 'the stands.']","['capture so', 'perfectly the', 'hopes and', 'baseball', 'fields', 'the grown', 'sit in', 'the stands.']","['Few films', 'capture so', 'perfectly the', 'hopes and', 'dreams of', 'little', 'boys on', 'baseball', 'fields', 'as well as', 'the grown', 'men who', 'sit in', 'the stands.']","['Few films', 'dreams of', 'little', 'boys on', 'as well as', 'men who']","['Few films', 'capture so', 'perfectly the', 'hopes and', 'dreams of', 'little', 'boys on', 'baseball', 'fields', 'as well as', 'the grown', 'men who', 'sit in', 'the stands.']","['Few films', 'perfectly the', 'the stands.']","['Few films', 'capture so', 'perfectly the', 'hopes and', 'dreams of', 'little', 'boys on', 'baseball', 'fields', 'as well as', 'the grown', 'men who', 'sit in', 'the stands.']","['capture so', 'perfectly the', 'hopes and', 'baseball', 'as well as', 'the grown', 'the stands.']","['hopes and', 'little', 'boys on', 'baseball', 'sit in', 'the stands.']","['Few films', 'capture so', 'perfectly the', 'hopes and', 'dreams of', 'little', 'boys on', 'baseball', 'fields', 'as well as', 'the grown', 'men who', 'sit in', 'the stands.']","['Few films', 'capture so', 'perfectly the', 'hopes and', 'boys on', 'the stands.']","['Few films', 'capture so', 'perfectly the', 'hopes and', 'dreams of', 'little', 'boys on', 'baseball', 'fields', 'as well as', 'the grown', 'men who', 'sit in', 'the stands.']",[]
