stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
11,"I finally left the dark room I've been crying in & instead of getting some sun on my translucent skin, I got 6000 mosquito bites. #blessed",Negative,"['mosquito', 'bites.']","['left', '& instead of', 'bites.']","[""room I've"", 'my translucent', 'mosquito']","['I finally', 'skin,', 'mosquito']",['& instead of'],"['I finally', 'been crying in', '& instead of']",[],"['the dark', 'my translucent']",[],"['the dark', '& instead of']","['left', '& instead of', 'some sun on']","['& instead of', 'some sun on']","['I finally', 'left', 'I got 6000']",[],"['I finally', 'left', 'been crying in']","['getting', 'my translucent', 'skin,']","['& instead of', 'skin,', 'mosquito']","['skin,']"
12,"As A Rumor of Angels reveals itself to be a sudsy tub of supernatural hokum, not even Ms. Redgrave's noblest efforts can redeem it from hopeless sentimentality.",Negative,"['be a sudsy', 'tub of', 'supernatural', 'hokum,', 'from hopeless']","['A', 'of', 'Angels', ""Redgrave's"", 'can redeem it']","['Rumor', 'reveals', 'hokum,', 'Ms.', ""Redgrave's""]","['Rumor', 'Angels', 'reveals', 'itself to', 'be a sudsy']","['itself to', 'tub of', 'hokum,', 'noblest']","['itself to', 'tub of', 'hokum,', 'noblest', 'sentimentality.']",[],"['hokum,']",[],"['hokum,']",['sentimentality.'],['sentimentality.'],['sentimentality.'],[],['tub of'],"['reveals', 'efforts', 'sentimentality.']","['A', 'can redeem it', 'from hopeless']","['efforts', 'from hopeless', 'sentimentality.']"
13,"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open",Negative,['smashed'],"['Been at work for', ""I've thrown"", 'a mug,']","['boiling', 'tea', 'everywhere,']","['a milk', 'jug and', 'sliced']","['Been at work for', 'not even 4', 'tea']","['Been at work for', 'not even 4', 'tea']",[],"['hours and', ""I've thrown"", 'tea']",[],"['Been at work for', 'hours and', 'tea']","['Been at work for', 'everywhere,', 'a milk']","['Been at work for', 'hours and', 'a milk']","['smashed', 'sliced']",[],"['not even 4', 'hours and', 'everywhere,']","['smashed', 'sliced', 'my finger']","['tea', 'smashed', 'sliced']","['Been at work for', 'smashed', 'sliced']"
14,"Designed to provide a mix of smiles and tears, ""Crossroads'' instead provokes a handful of unintentional howlers and numerous yawns.",Negative,"['provokes a', 'howlers', 'yawns.']","['to provide', 'smiles', 'provokes a']","['smiles', '""""""Crossroads\'\'""', 'instead']","['Designed', 'instead', 'yawns.']","['to provide', '""""""Crossroads\'\'""']","['to provide', 'smiles', '""""""Crossroads\'\'""']",[],"['""""""Crossroads\'\'""']",[],"['and tears,', '""""""Crossroads\'\'""', 'instead']","['and tears,', 'instead', 'provokes a']","['and tears,', 'instead', 'provokes a']","['Designed', 'and tears,', 'instead']",[],"['instead', 'provokes a', 'howlers']","['instead', 'howlers', 'yawns.']","['Designed', 'to provide', 'yawns.']","['Designed', 'instead', 'yawns.']"
15,"It's rained every day since June 30. That's 13 #dreary, #soggy days in a row. #auckland",Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,"With virtually no interesting elements for an audience to focus on, Chelsea Walls is a triple-espresso endurance challenge.",Negative,"['endurance', 'challenge.']","['Chelsea', 'Walls']","['Chelsea', 'Walls']","['focus on', 'endurance']",['challenge.'],"['no interesting', 'challenge.']",[],"['focus on', 'challenge.']",[],"['focus on', 'challenge.']","['elements for', 'Chelsea']","['elements for', 'Walls']",['elements for'],[],"['With virtually', 'Chelsea']","['focus on', 'challenge.']","['focus on', 'is a triple-espresso']",['challenge.']
17,"To #Wyoming: you have a beautiful state but your road signs, or lack thereof, are terrible. #lost",Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19,"Partway through watching this saccharine, Easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected TV show.",Negative,"['saccharine,', 'concoction,', 'a rejected']","['Partway through', 'saccharine,', 'TV']","['saccharine,', 'Easter-egg-colored', 'concoction,']","['Partway through', 'saccharine,', 'Easter-egg-colored']","['watching this', 'Easter-egg-colored']","['watching this', 'saccharine,', 'Easter-egg-colored']",[],"['a rejected', 'show.']",[],"['a rejected', 'show.']","['of three', 'show.']","['of three', 'show.']",['of three'],[],"['TV', 'show.']","['saccharine,', 'you realize that', 'TV']","['it is made up', 'TV', 'show.']","['saccharine,', 'TV']"
20,Here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep.,Negative,"['horror', 'mucking up its', 'with glitches']","['yet', 'franchise', 'with glitches']","['studio', 'storyline', 'casual']","['yet', 'casual', 'could']","['franchise', 'mucking up its']","['horror', 'franchise', 'mucking up its']",['another'],"['mucking up its', 'their sleep.']",['horror'],"['mucking up its', 'their sleep.']","['yet', 'studio']","['studio', 'horror']",['studio'],['with glitches'],"['yet', 'with glitches']","[""Here's"", 'yet', 'horror']","[""Here's"", 'yet', 'could']","[""Here's"", 'yet', 'another']"
21,@Rainbow6Game felt guilt from playing this game. #horrible #RainbowSixSiege,Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes.,Negative,"['. . . a nightmare', 'a half-formed', 'wit', 'great']","['a half-formed', 'wit', 'great', 'critical']","['wit', 'done a', 'liberal', 'bumper']","['wit', 'a sad', 'bumper', 'sticker']",[],"['disservice by', 'a sad', 'arts', 'bumper']",[],[],[],[],[],[],[],[],[],['a lack of'],['liberal'],[]
23,@mashable For some reason this has filled me with delight. See Auntie laugh.,Positive,['laugh.'],['me with delight.'],['laugh.'],['Auntie'],[],['this has filled'],[],['For some reason'],[],['me with delight.'],['this has filled'],['this has filled'],[],[],['Auntie'],['See'],['me with delight.'],[]
24,Omgsh Alexis is sooooo freaking funny on #BachelorInParadise  That pizza segment! Plus I love her and Jazzy's friendship!,Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
25,@rickysnecklace I'm so proud Mils! Keep smiling,Positive,[],['Keep'],['Mils!'],"[""I'm so proud""]",[],['Keep'],[],['Mils!'],[],['Mils!'],['smiling'],"[""I'm so proud""]",[],['Keep'],"[""I'm so proud""]",['smiling'],['Keep'],[]
26,Candid and comfortable; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work.,Positive,['comfortable;'],"['comfortable;', 'that deftly', 'others']","['comfortable;', 'a film', 'others']","['Candid and', 'comfortable;', 'and reflection']","['as it lets', 'have for their work.']","['that deftly', 'as it lets', 'have for their work.']",[],"['a film', 'the passion', 'have for their work.']",[],"['a film', 'the passion', 'have for their work.']","['as it lets', 'you grasp', 'have for their work.']","['that deftly', 'you grasp', 'have for their work.']","['as it lets', 'have for their work.']",['action'],"['action', 'as it lets', 'others']","['and feel', 'the passion', 'others']","['Candid and', 'action', 'others']","['the passion', 'others']"
27,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,Positive,['perfectly the'],"['Few films', 'dreams of', 'the grown']","['capture so', 'little', 'baseball']","['Few films', 'perfectly the', 'sit in']","['as well as', 'men who']","['hopes and', 'as well as', 'men who']",[],"['capture so', 'sit in', 'the stands.']",[],"['Few films', 'capture so', 'the stands.']","['Few films', 'fields', 'as well as']","['Few films', 'fields', 'as well as']","['fields', 'as well as']","['baseball', 'fields']","['boys on', 'baseball', 'fields']","['perfectly the', 'hopes and', 'sit in']","['hopes and', 'dreams of', 'sit in']","['little', 'sit in']"
28,The fly-on-the-wall method used to document rural French school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work.,Positive,"['refreshing', 'prevalent', 'being a visible']","['rural', 'school', 'refreshing', 'prevalent']","['The fly-on-the-wall', 'rural', 'French', 'the docu-makers']","['method', 'life is a', 'departure from', 'the now more']",['refreshing'],"['The fly-on-the-wall', 'refreshing', 'departure from', 'the now more']",[],"['life is a', 'the docu-makers', 'being a visible', 'their work.']",[],"['life is a', 'the docu-makers', 'being a visible', 'their work.']","['school', 'life is a', 'refreshing', 'prevalent']","['school', 'life is a', 'refreshing', 'technique of']",['life is a'],[],"['school', 'refreshing', 'the now more', 'prevalent']","['The fly-on-the-wall', 'method', 'French', 'technique of']","['The fly-on-the-wall', 'method', 'departure from', 'prevalent']",['technique of']
29,The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in Hollywood's hastier productions.,Positive,"['is beautiful', 'and engages']","['The movie', 'to behold', 'struggle']","[""Hollywood's"", 'hastier', 'productions.']","['is beautiful', 'to behold', 'one in a sense']","['to behold', 'struggle']","['to behold', 'struggle', 'productions.']","[""outer -- that's""]","['struggle', '-- inner and', 'productions.']",['is beautiful'],"['struggle', '-- inner and', 'productions.']","['is beautiful', 'all too rare in', 'productions.']","['is beautiful', 'and engages', 'one in a sense']","['is beautiful', 'productions.']","['of epic', '-- inner and']","['is beautiful', '-- inner and', 'productions.']","['one in a sense', 'of epic', 'productions.']","['The movie', 'of epic', 'all too rare in']","['The movie', 'one in a sense', 'of epic']"
30,"@chasejarvis Honestly, been hearing this over and over again...it's kinda imprinted on my mind now. Thanks! #Strategy",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
31,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",Positive,"[""there's no need"", 'to be bitter.', 'redeems.']","['delicious', 'chocolate', 'Sweetness']","['delicious', 'Sweetness', 'redeems.']","['chocolate', 'to be bitter.', 'Sweetness']","['to remind', 'to be bitter.']","['chocolate', 'to remind', 'to be bitter.']",[],['you just need'],[],"['Sometimes,', 'you just need', 'to remind']","['Sometimes,', 'you just need', 'to remind']","['Sometimes,', 'you just need', 'to remind']","['Sometimes,', 'you just need', 'to remind']",[],"['delicious', 'chocolate', 'to remind']","['to eat a', 'delicious', 'yourself that']","['you just need', 'delicious', 'yourself that']","['yourself that', 'Sweetness']"
32,"Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
33,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",Positive,"['referential', 'audacious']","['A densely', 'can comfortably', 'finest']","['constructed,', 'referential', 'Jean-Luc']","['A densely', 'return to', 'form that']","['film, and an', 'form that']","['A densely', 'film, and an', 'form that']",['return to'],"['constructed,', 'referential', 'form that']","[""Godard's""]","['A densely', 'constructed,', 'form that']","['A densely', 'film, and an', ""Godard's""]","['A densely', 'film, and an', ""Godard's""]","['film, and an', ""Godard's""]","['Jean-Luc', ""Godard's""]","['referential', 'film, and an', ""Godard's""]","['highly', 'referential', 'sit']","['highly', 'among', 'Jean-Luc']","['can comfortably', 'sit']"
34,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Positive,[],['Anniversary'],['twin!'],['@RickHoffman  And'],[],['perseverance!'],[],[],[],[],[],[],[],[],[],[],['twin!'],[]
35,Nothing makes me happier than managing my depression well.,Positive,['happier than'],['happier than'],['managing'],['happier than'],[],['managing'],[],['managing'],[],['managing'],['happier than'],['happier than'],[],[],['managing'],['Nothing'],['makes me'],[]
36,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml ,Positive,['Thank you!'],"['flattered and', 'my blog!', 'for my blog.']","['complements for', 'motivates me', 'sml¬†']","['flattered and', 'You guys', 'to write more']","['complements for', 'my blog!']","['complements for', 'my blog!', 'to write more']",[],"['motivates me', 'for my blog.']",[],"['happy to', 'motivates me']","['my blog!', 'You guys']","['my blog!', 'Thank you!']","['my blog!', 'You guys']",[],"['my blog!', 'Thank you!']","['motivates me', 'Thank you!', 'sml¬†']","['hear those', 'for my blog.', 'Thank you!']","['motivates me', 'Thank you!']"
37,"It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",Positive,"['the hero is', 'patient,', 'as cute as', 'success', 'seem']","['baseball', 'pictures where', 'patient,', 'the odds', 'are long']","['baseball', 'stoic, the', 'patient,', 'intimidate,', 'seem']","['all get-out and', 'are long', 'intimidate,', 'but short', 'enough to']","['against', 'are long', 'intimidate,', 'dream']","['the odds', 'against', 'are long', 'intimidate,', 'dream']","['baseball', 'seem']","['baseball', 'stoic, the', 'success', 'enough to', 'seem']","['intimidate,', 'make a']","['stoic, the', 'enough to', 'intimidate,', 'dream', 'seem']","['pictures where', 'all get-out and', 'the odds', 'intimidate,', 'make a']","['pictures where', 'as cute as', 'all get-out and', 'intimidate,', 'make a']","['pictures where', 'as cute as', 'all get-out and', 'intimidate,']","['the hero is', 'make a']","['the hero is', 'against', 'are long', 'make a', 'seem']","['stoic, the', 'wife is', 'the kids are', 'as cute as', 'all get-out and']","['stoic, the', 'as cute as', 'all get-out and', 'the odds', 'against']","['stoic, the', 'the kids are', 'as cute as', 'all get-out and']"
38,Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons,Positive,"['Good', 'happy']","['Tuesday!', 'Enjoy it']","['Tuesday!', 'tons']","['Good', 'happy']",['Tuesday!'],"['Tuesday!', 'Enjoy it']",[],['tons'],[],['tons'],['Enjoy it'],['Enjoy it'],['Enjoy it'],[],['Tuesday!'],"['Enjoy it', 'tons']","['Good', 'day!']",['tons']
39,"An entertaining, colorful, action-filled crime story with an intimate heart.",Positive,[],['crime'],['action-filled'],['action-filled'],[],['intimate'],[],['crime'],[],['crime'],['intimate'],['action-filled'],[],[],['story with an'],['heart.'],['intimate'],[]
40,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",Positive,"['beautifully', 'mounted,', 'fine', 'madness.']","['beautifully', 'the point, the', 'fine', ""Joan's""]","['mounted,', 'subtly', ""Joan's"", 'madness.']","['presented,', 'managing to', 'walk a', 'line with']",['managing to'],"['subtly', 'managing to', 'walk a', 'the question of']",[],"['issues are', 'the question of', ""Joan's""]",[],"['issues are', 'the question of', ""Joan's""]","['beautifully', 'the question of', 'madness.']","['beautifully', ""Joan's"", 'madness.']",[],[],"['the question of', ""Joan's"", 'madness.']","['The film is', 'issues are', 'presented,', 'managing to']","['beautifully', 'issues are', 'subtly', 'fine']",['issues are']
41, Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring.,Positive,['inspiring.'],"['Its amazing', 'restorations']","['isnt it.', 'restorations']",['photographs is'],"['B&W', 'awe']","['B&W', 'awe']",[],[],[],[],[],[],[],[],[],[],[],[]
42,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,Positive,['The mesmerizing'],['riveted.'],['The mesmerizing'],['audience'],[],['riveted.'],[],['riveted.'],[],['riveted.'],['riveted.'],['riveted.'],[],[],['keep the'],['keep the'],['audience'],[]
43,"Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",Positive,"['humor and', 'refreshingly']","['a few fanciful', 'refreshingly']","['laced with', 'women.']","['look at', 'women.']",['serious'],"['serious', 'young']",[],"['look at', 'young']",[],"['look at', 'young']","['laced with', 'serious']","['laced with', 'serious']",['serious'],[],"['serious', 'look at']","['humor and', 'look at']","['Although', 'film is a']",['humor and']
44,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,Positive,"['One of the best', 'films of', 'masterpiece.']","['happiness', 'contemporary', 'masterpiece.']","['five', 'a psychological', 'masterpiece.']","['obstacles to', 'masterpiece.']","['films of', 'the year']","['films of', 'the year', 'five']",[],[],[],[],[],[],[],[],[],['obstacles to'],['One of the best'],[]
45,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Polite,[],['Anniversary'],['twin!'],['twin!'],[],['we are all so grateful'],[],[],[],[],[],[],[],[],[],[],['twin!'],[]
46," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",Polite,"['as far as', 'I understand', 'Am I on the wrong', '*track*', 'here?']","['I understand', 'the pseudo', 'finds a', '""of the """"DNA""', 'Am I on the wrong', 'here?']","['as far as', 'code', 'algorithm...', 'Path', '""Algorithm.""""""', 'here?']","['path', 'algorithm...', 'write a', 'program that', 'Hamiltonian', 'Path']","['code', 'algorithm...', 'finds a', 'Path', '""of the """"DNA""', '""Algorithm.""""""']","['code', 'algorithm...', 'finds a', 'Path', '""of the """"DNA""', '""Algorithm.""""""']","['finds a', 'here?']","['program that', 'finds a', '""Algorithm.""""""', 'Am I on the wrong', '*track*']","['I understand', 'the logic']","['@HighPerformanceMark,', 'I understand', 'describes a', 'finds a', '""Algorithm.""""""', '*track*']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'algorithm...']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'the logic']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'algorithm...']","['the pseudo', 'algorithm...', 'write a', 'program that']","['as far as', 'I understand', 'the pseudo', 'algorithm...', 'write a', '*track*']","['as far as', 'I understand', 'searching', 'write a', 'using', '*track*']","['@HighPerformanceMark,', 'searching', 'finds a', 'using', '""Algorithm.""""""', '*track*']","['I understand', 'describes a', 'searching', 'using', '""Algorithm.""""""', '*track*']"
47,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",Polite,['to fix it'],"['Opps,', 'your archive']","['your archive', 'archive?']","['Opps,', 'how come']","['Opps,', 'talk']","['your archive', 'talk']",[],['how come'],[],['how come'],['archive?'],['links to'],['your archive'],[],['links to'],"['talk', 'archive?']","['your archive', 'to fix it']",['page']
48,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",Polite,"['Thanks for', 'like to be?']","[""I don't really"", 'I noticed', ""you weren't an admin:""]","['the heads-up on that;', ""you'd said."", ""you weren't an admin:""]","['the heads-up on that;', ""I don't really"", ""you weren't an admin:""]","['Thanks for', 'beyond what', ""you weren't an admin:""]","['to add', 'beyond what', ""you weren't an admin:""]","['the heads-up on that;', 'to add', 'By the way,']","['beyond what', 'like to be?']",['beyond what'],"['Thanks for', 'beyond what', 'like to be?']","['Thanks for', 'beyond what', ""you weren't an admin:""]","['Thanks for', 'beyond what', 'you said']","['the heads-up on that;', ""you weren't an admin:""]","['beyond what', 'I noticed']","['I noticed', 'you said', 'like to be?']","['I noticed', 'would you', 'like to be?']","['I noticed', 'would you', 'like to be?']","['I noticed', 'would you']"
49,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",Polite,"['Hey Love,', 'as you wish,']","['Hey Love,', 'my section,']","['if you¬† have', 'Is English']","['Is English', 'a second']",['let me know.¬†'],"['let me know.¬†', 'a second']",['if you¬† have'],"['language for', 'you?']",['you?'],"['language for', 'you?']","['as you wish,', 'language for']","['Hey Love,', 'as you wish,']","['as you wish,']",['let me know.¬†'],"['Hey Love,', 'let me know.¬†']","['let me know.¬†', 'a second']","['a second', 'language for']",['let me know.¬†']
50,@marcdeacon_ Happy Birthday Marc have a good one! Xx,Polite,[],['Birthday'],['Happy'],['one! Xx'],[],['one! Xx'],[],['one! Xx'],[],['Happy'],['Birthday'],['have a good'],[],[],['Birthday'],['Marc'],['one! Xx'],[]
51,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",Polite,"['sorry for', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', ""i'm deeply""]","['Hello,', 'unnie!', 'greeting¬†']","['Chaey is', 'wishing you', 'to have a pleasant +']","['unnie!', 'Chaey is']","['@apinknumjoo', 'unnie!', 'Chaey is']",[],"['sorry for', 'the late', 'to have a pleasant +']",[],"['@apinknumjoo', 'sorry for', 'the late']","['@apinknumjoo', 'unnie!', 'paradox.']","['@apinknumjoo', 'unnie!', 'paradox.']","['unnie!', 'paradox.']",[],"['@apinknumjoo', 'paradox.', 'sorry for']","['paradox.', 'Chaey is', 'wishing you']","['paradox.', ""i'm deeply"", 'Chaey is']","[""i'm deeply"", 'Chaey is']"
52,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,Polite,"['trouble', 'chance you']","['Hey Sai -', 'picturing it']","['Hey Sai -', 'trouble']","['Hey Sai -', 'have a design']","[""I'm having""]","['Hey Sai -', ""I'm having""]","[""I'm having"", 'picturing it']","[""I'm having"", 'picturing it']","['trouble', 'have a design']","[""I'm having"", 'picturing it']","['Hey Sai -', 'chance you']","['Hey Sai -', 'chance you']",['chance you'],"['Hey Sai -', 'my head.']","[""I'm having"", 'my head.']","['Hey Sai -', 'trouble']","['Hey Sai -', 'trouble']",['trouble']
53,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,Polite,['Tuesday.'],"['Thanks for', 'Tuesday.']","['@johnmilley58', 'Happy to']","['the recent', '@discoverdelicio']",['@discoverdelicio'],"['@discoverdelicio', '@johnmilley58']",[],[],[],[],[],[],[],[],[],"['a great', 'Tuesday.']","['@OrbeauCustomer', 'a great']","['Thanks for', 'connect :) have']"
54,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",Polite,[],"['if you decline,']",['nominate you?'],['but would'],[],['but would'],[],['you to accept.¬†'],[],['you to accept.¬†'],['I will understand'],['I will understand'],[],[],"['if you decline,']",['I will understand'],['I will understand'],[]
55,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",Polite,['Please'],"['and smart.', 'is brilliant.', 'Please']","['All that said,', 'Lovett or', 'Florida!']","[""you're hilarious"", 'Leave It', 'come do']","['is brilliant.', 'a live']","['is brilliant.', 'a live', 'show in']",[],['a live'],[],"['@jonlovett', 'a live', 'show in']","['@jonlovett', 'is brilliant.', 'show in']","['@jonlovett', ""you're hilarious"", 'show in']","['@jonlovett', ""you're hilarious"", 'show in']",[],"['and smart.', 'is brilliant.', 'come do']","['@jonlovett', 'All that said,', 'Please']","['@jonlovett', 'a live', 'show in']","['is brilliant.', 'Please']"
