stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
12,"As A Rumor of Angels reveals itself to be a sudsy tub of supernatural hokum, not even Ms. Redgrave's noblest efforts can redeem it from hopeless sentimentality.",Negative,"['be a sudsy', 'tub of', 'supernatural', 'hokum,', 'from hopeless']","['A', 'of', 'Angels', ""Redgrave's"", 'can redeem it']","['Rumor', 'reveals', 'hokum,', 'Ms.', ""Redgrave's""]","['A', 'Rumor', 'itself to', 'be a sudsy', 'tub of']","['be a sudsy', 'can redeem it', 'from hopeless', 'sentimentality.']","['be a sudsy', 'hokum,', 'can redeem it', 'from hopeless', 'sentimentality.']",[],"['hokum,']",[],['sentimentality.'],['sentimentality.'],['be a sudsy'],"['be a sudsy', 'can redeem it', 'from hopeless', 'sentimentality.']",[],['tub of'],"['Rumor', 'can redeem it', 'from hopeless']","['Rumor', 'Angels', 'sentimentality.']","['A', 'Rumor', 'tub of', 'Ms.']"
13,"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open",Negative,['smashed'],"['Been at work for', ""I've thrown"", 'a mug,']","['boiling', 'tea', 'everywhere,']","['Been at work for', 'not even 4', 'smashed']","['not even 4', ""I've thrown""]","['Been at work for', 'not even 4', ""I've thrown""]",[],"['not even 4', 'hours and', ""I've thrown""]",[],"['Been at work for', 'hours and', ""I've thrown""]","['Been at work for', 'everywhere,', 'my finger']","['Been at work for', 'everywhere,', 'my finger']","['not even 4', ""I've thrown""]",[],"['everywhere,', 'smashed', 'my finger']","['Been at work for', 'smashed', 'my finger']","['Been at work for', 'hours and', 'a milk']","['tea', 'a mug,']"
14,"Designed to provide a mix of smiles and tears, ""Crossroads'' instead provokes a handful of unintentional howlers and numerous yawns.",Negative,"['provokes a', 'howlers', 'yawns.']","['to provide', 'smiles', 'provokes a']","['smiles', '""""""Crossroads\'\'""', 'instead']","['Designed', 'to provide', 'instead']","['""""""Crossroads\'\'""', 'unintentional']","['Designed', 'to provide', '""""""Crossroads\'\'""']",[],"['""""""Crossroads\'\'""', 'and numerous']",[],"['""""""Crossroads\'\'""', 'and numerous']","['Designed', 'howlers']","['Designed', 'and tears,']","['""""""Crossroads\'\'""', 'unintentional']",[],"['Designed', 'howlers']","['Designed', 'instead', 'yawns.']","['smiles', 'instead', 'howlers']","['smiles', 'howlers']"
15,"It's rained every day since June 30. That's 13 #dreary, #soggy days in a row. #auckland",Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,"With virtually no interesting elements for an audience to focus on, Chelsea Walls is a triple-espresso endurance challenge.",Negative,"['endurance', 'challenge.']","['Chelsea', 'Walls']","['Chelsea', 'Walls']","['With virtually', 'elements for']",['is a triple-espresso'],"['With virtually', 'is a triple-espresso']",[],"['focus on', 'challenge.']",[],"['focus on', 'challenge.']","['With virtually', 'is a triple-espresso']","['With virtually', 'is a triple-espresso']",['is a triple-espresso'],[],"['With virtually', 'elements for']","['focus on', 'challenge.']","['focus on', 'challenge.']",['Walls']
17,"To #Wyoming: you have a beautiful state but your road signs, or lack thereof, are terrible. #lost",Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19,"Partway through watching this saccharine, Easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected TV show.",Negative,"['saccharine,', 'concoction,', 'a rejected']","['Partway through', 'saccharine,', 'TV']","['saccharine,', 'Easter-egg-colored', 'concoction,']","['Partway through', 'saccharine,', 'Easter-egg-colored']","['Easter-egg-colored', 'you realize that']","['Partway through', 'saccharine,', 'Easter-egg-colored']",[],"['a rejected', 'show.']",[],"['a rejected', 'show.']","['Partway through', 'Easter-egg-colored']","['Partway through', 'Easter-egg-colored']","['Easter-egg-colored', 'you realize that']",[],"['a rejected', 'TV']","['a rejected', 'TV', 'show.']","['a rejected', 'TV', 'show.']","['TV', 'show.']"
20,Here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep.,Negative,"['horror', 'mucking up its', 'with glitches']","['yet', 'franchise', 'with glitches']","['studio', 'storyline', 'casual']","[""Here's"", 'yet', 'could']","['mucking up its', 'with glitches']","['franchise', 'mucking up its', 'casual']",['another'],"['mucking up its', 'their sleep.']",['with glitches'],"['mucking up its', 'their sleep.']","['mucking up its', 'their sleep.']","['mucking up its', 'their sleep.']","['mucking up its', 'with glitches']",['with glitches'],"['yet', 'casual']","['yet', 'another', 'storyline']","['yet', 'another', 'storyline']","['yet', 'casual']"
21,@Rainbow6Game felt guilt from playing this game. #horrible #RainbowSixSiege,Negative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes.,Negative,"['. . . a nightmare', 'a half-formed', 'wit', 'great']","['a half-formed', 'wit', 'great', 'critical']","['wit', 'done a', 'liberal', 'bumper']","['. . . a nightmare', 'a half-formed', 'done a']",[],"['a half-formed', 'done a', 'disservice by']",[],[],[],[],[],[],[],[],[],['disservice by'],['disservice by'],[]
23,@mashable For some reason this has filled me with delight. See Auntie laugh.,Positive,['laugh.'],['me with delight.'],['laugh.'],['@mashable'],[],['For some reason'],[],['laugh.'],[],['laugh.'],['me with delight.'],['me with delight.'],[],[],['me with delight.'],['@mashable'],['laugh.'],[]
24,Omgsh Alexis is sooooo freaking funny on #BachelorInParadise  That pizza segment! Plus I love her and Jazzy's friendship!,Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
25,@rickysnecklace I'm so proud Mils! Keep smiling,Positive,[],['Keep'],['Mils!'],"[""I'm so proud""]",[],['@rickysnecklace'],[],['smiling'],[],['smiling'],"[""I'm so proud""]","[""I'm so proud""]",[],['smiling'],['smiling'],['@rickysnecklace'],['Keep'],[]
26,Candid and comfortable; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work.,Positive,['comfortable;'],"['comfortable;', 'that deftly', 'others']","['comfortable;', 'a film', 'others']","['Candid and', 'comfortable;', 'and reflection']","['and reflection', 'have for their work.']","['that deftly', 'as it lets', 'have for their work.']",[],"['as it lets', 'the passion', 'have for their work.']",[],"['as it lets', 'the passion', 'have for their work.']","['a film', 'that deftly', 'have for their work.']","['a film', 'that deftly', 'have for their work.']","['and reflection', 'have for their work.']",['others'],"['action', 'as it lets', 'others']","['Candid and', 'comfortable;', 'have for their work.']","['a film', 'as it lets', 'have for their work.']","['a film', 'others']"
27,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,Positive,['perfectly the'],"['Few films', 'dreams of', 'the grown']","['capture so', 'little', 'baseball']","['Few films', 'capture so', 'perfectly the']","['capture so', 'as well as']","['Few films', 'perfectly the', 'the stands.']",[],"['capture so', 'perfectly the', 'the stands.']",[],"['Few films', 'perfectly the', 'the stands.']","['Few films', 'perfectly the', 'the stands.']","['Few films', 'perfectly the', 'the stands.']","['capture so', 'perfectly the']","['little', 'boys on']","['perfectly the', 'little', 'the stands.']","['Few films', 'capture so', 'the stands.']","['Few films', 'capture so', 'perfectly the']","['little', 'sit in']"
28,The fly-on-the-wall method used to document rural French school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work.,Positive,"['refreshing', 'prevalent', 'being a visible']","['rural', 'school', 'refreshing', 'prevalent']","['The fly-on-the-wall', 'rural', 'French', 'the docu-makers']","['The fly-on-the-wall', 'departure from', 'the now more', 'prevalent']",['being a visible'],"['The fly-on-the-wall', 'departure from', 'the now more', 'the docu-makers']",[],"['life is a', 'the docu-makers', 'being a visible', 'their work.']",[],"['life is a', 'the docu-makers', 'being a visible', 'their work.']","['The fly-on-the-wall', 'the now more', 'the docu-makers', 'being a visible']","['The fly-on-the-wall', 'the now more', 'the docu-makers', 'being a visible']",['being a visible'],[],"['The fly-on-the-wall', 'method', 'school', 'prevalent']","['The fly-on-the-wall', 'method', 'life is a', 'technique of']","['The fly-on-the-wall', 'method', 'refreshing', 'prevalent']",['rural']
29,The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in Hollywood's hastier productions.,Positive,"['is beautiful', 'and engages']","['The movie', 'to behold', 'struggle']","[""Hollywood's"", 'hastier', 'productions.']","['The movie', 'to behold', 'one in a sense']","['-- inner and', ""outer -- that's""]","['is beautiful', 'one in a sense', 'hastier']",['productions.'],"['struggle', 'hastier', 'productions.']",['one in a sense'],"['struggle', 'hastier', 'productions.']","['one in a sense', 'all too rare in', 'hastier']","['one in a sense', 'all too rare in', 'hastier']","['-- inner and', ""outer -- that's""]","[""Hollywood's"", 'hastier']","['of epic', '-- inner and', 'hastier']","['The movie', 'is beautiful', 'of epic']","['is beautiful', 'to behold', ""outer -- that's""]","['-- inner and', 'hastier']"
30,"@chasejarvis Honestly, been hearing this over and over again...it's kinda imprinted on my mind now. Thanks! #Strategy",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
31,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",Positive,"[""there's no need"", 'to be bitter.', 'redeems.']","['delicious', 'chocolate', 'Sweetness']","['delicious', 'Sweetness', 'redeems.']","['to eat a', 'piece of', 'chocolate']","[""there's no need"", 'to be bitter.']","['you just need', ""there's no need"", 'to be bitter.']",[],"['yourself that', 'to be bitter.', 'redeems.']",[],"['yourself that', 'to be bitter.', 'redeems.']","['you just need', ""there's no need"", 'redeems.']","['you just need', ""there's no need"", 'to be bitter.']","[""there's no need"", 'to be bitter.']",[],"['delicious', 'to remind', 'redeems.']","['Sometimes,', 'to remind', 'redeems.']","['Sometimes,', 'you just need', 'yourself that']","['to eat a', 'redeems.']"
32,"Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
33,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",Positive,"['referential', 'audacious']","['A densely', 'can comfortably', 'finest']","['constructed,', 'referential', 'Jean-Luc']","['A densely', 'constructed,', 'referential']","['film, and an', 'can comfortably']","['A densely', 'referential', 'audacious']",['work.'],"[""Godard's"", 'finest', 'work.']","['film, and an']","[""Godard's"", 'finest', 'work.']","['referential', 'audacious', 'can comfortably']","['A densely', 'referential', 'can comfortably']","['film, and an', 'can comfortably']","['A densely', ""Godard's""]","['referential', 'audacious', ""Godard's""]","['A densely', 'constructed,', 'highly']","['Jean-Luc', 'finest', 'work.']","['sit', 'among']"
34,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Positive,[],['Anniversary'],['twin!'],['we are all so grateful'],[],['we are all so grateful'],[],[],[],[],[],[],[],[],[],[],[],[]
35,Nothing makes me happier than managing my depression well.,Positive,['happier than'],['happier than'],['managing'],['happier than'],[],['managing'],[],['well.'],[],['well.'],['managing'],['managing'],[],[],['managing'],['Nothing'],['Nothing'],[]
36,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml ,Positive,['Thank you!'],"['flattered and', 'my blog!', 'for my blog.']","['complements for', 'motivates me', 'sml¬†']","['flattered and', 'hear those', 'my blog!']","['complements for', 'motivates me']","['complements for', 'to write more', 'sml¬†']",[],"['Thank you!', 'sml¬†']",[],"['Thank you!', 'sml¬†']","['complements for', 'to write more']","['complements for', 'to write more']","['complements for', 'motivates me']",[],"['Thank you!', 'sml¬†']","['flattered and', 'You guys', 'Thank you!']","['You guys', 'Thank you!', 'sml¬†']","['my blog!', 'sml¬†']"
37,"It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",Positive,"['the hero is', 'patient,', 'as cute as', 'success', 'seem']","['baseball', 'pictures where', 'patient,', 'the odds', 'are long']","['baseball', 'stoic, the', 'patient,', 'intimidate,', 'seem']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the']","['pictures where', 'as cute as', 'all get-out and', 'intimidate,']","[""It's one of those"", 'pictures where', 'as cute as', 'all get-out and', 'intimidate,']","['success', 'make a']","['baseball', 'patient,', 'as cute as', 'make a', 'seem']","[""It's one of those"", 'intimidate,']","['patient,', 'as cute as', 'all get-out and', 'make a', 'seem']","[""It's one of those"", 'stoic, the', 'as cute as', 'all get-out and', 'intimidate,']","[""It's one of those"", 'stoic, the', 'as cute as', 'all get-out and', 'intimidate,']","['pictures where', 'as cute as', 'all get-out and', 'intimidate,']","['against', 'are long']","['against', 'are long', 'enough to', 'make a', 'seem']","[""It's one of those"", 'baseball', 'pictures where', 'wife is', 'the kids are']","['baseball', 'wife is', 'patient,', 'success', 'dream']","['wife is', 'as cute as', 'dream', 'seem']"
38,Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons,Positive,"['Good', 'happy']","['Tuesday!', 'Enjoy it']","['Tuesday!', 'tons']","['Good', 'happy']",['you have a terrific'],"['you have a terrific', 'Enjoy it']",[],['tons'],[],['tons'],['Enjoy it'],['Enjoy it'],['you have a terrific'],[],['tons'],"['happy', 'tons']","['day!', 'tons']",['tons']
39,"An entertaining, colorful, action-filled crime story with an intimate heart.",Positive,[],['crime'],['action-filled'],"['An entertaining,']",[],['action-filled'],[],['crime'],[],['crime'],['intimate'],['intimate'],[],[],['heart.'],['heart.'],['heart.'],[]
40,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",Positive,"['beautifully', 'mounted,', 'fine', 'madness.']","['beautifully', 'the point, the', 'fine', ""Joan's""]","['mounted,', 'subtly', ""Joan's"", 'madness.']","['but, more to', 'the point, the', 'managing to', 'line with']","['but, more to']","['subtly', 'managing to', 'walk a', 'the question of']",[],"['the question of', ""Joan's"", 'madness.']",[],"['the question of', ""Joan's"", 'madness.']","['mounted,', 'subtly', 'managing to', 'the question of']","['managing to', 'the question of', 'madness.']","['but, more to']",[],"['subtly', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'issues are', 'regard to']","['mounted,', 'regard to', 'the question of', ""Joan's""]","[""Joan's""]"
41, Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring.,Positive,['inspiring.'],"['Its amazing', 'restorations']","['isnt it.', 'restorations']",['but the life these'],"['but the life these', 'photographs is']","['B&W', 'but the life these']",[],[],[],[],[],[],"['but the life these', 'photographs is']",[],[],[],[],"['B&W', 'awe']"
42,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,Positive,['The mesmerizing'],['riveted.'],['The mesmerizing'],['keep the film'],[],['keep the film'],[],['riveted.'],[],['riveted.'],['keep the film'],['keep the film'],[],[],['riveted.'],['grounded and'],['The mesmerizing'],[]
43,"Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",Positive,"['humor and', 'refreshingly']","['a few fanciful', 'refreshingly']","['laced with', 'women.']","['Although', 'look at']",['a few fanciful'],"['a few fanciful', 'serious']",[],"['young', 'women.']",[],"['young', 'women.']","['Although', 'a few fanciful']","['Although', 'a few fanciful']",['a few fanciful'],[],"['serious', 'young']","['Although', 'humor and']","['Although', 'humor and']",['young']
44,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,Positive,"['One of the best', 'films of', 'masterpiece.']","['happiness', 'contemporary', 'masterpiece.']","['five', 'a psychological', 'masterpiece.']","['with its exploration of the', 'obstacles to']","['with its exploration of the', 'a psychological']","['with its exploration of the', 'happiness', 'a psychological']",[],[],[],[],[],[],"['with its exploration of the', 'a psychological']",[],[],['obstacles to'],['films of'],"['films of', 'five']"
45,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Polite,[],['Anniversary'],['twin!'],['@RickHoffman  And'],[],['we are all so grateful'],[],[],[],[],[],[],[],[],[],[],[],[]
46," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",Polite,"['as far as', 'I understand', 'Am I on the wrong', '*track*', 'here?']","['I understand', 'the pseudo', 'finds a', '""of the """"DNA""', 'Am I on the wrong', 'here?']","['as far as', 'code', 'algorithm...', 'Path', '""Algorithm.""""""', 'here?']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'Am I on the wrong']","['@HighPerformanceMark,', 'describes a', ""so I'm trying to"", '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong']","['@HighPerformanceMark,', 'describes a', 'searching', ""so I'm trying to"", 'Hamiltonian', 'Am I on the wrong']","['the logic', 'here?']","['the pseudo', 'describes a', 'path', 'program that', '*track*', 'here?']","['describes a', '""of the """"DNA""']","['the pseudo', 'describes a', ""so I'm trying to"", 'Am I on the wrong', '*track*', 'here?']","['@HighPerformanceMark,', 'describes a', ""so I'm trying to"", 'Hamiltonian', 'Am I on the wrong', '*track*']","['@HighPerformanceMark,', 'describes a', ""so I'm trying to"", 'Hamiltonian', 'Am I on the wrong', '*track*']","['@HighPerformanceMark,', 'describes a', ""so I'm trying to"", '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong']","['path', ""so I'm trying to"", 'using', '*track*']","['as far as', 'path', ""so I'm trying to"", 'using', '*track*', 'here?']","['@HighPerformanceMark,', 'code', 'describes a', 'write a', 'finds a', '""of the """"DNA""']","['@HighPerformanceMark,', 'describes a', 'searching', 'using', '""of the """"DNA""', 'Am I on the wrong']","['as far as', 'code', 'path', 'Path', 'using', '*track*']"
47,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",Polite,['to fix it'],"['Opps,', 'your archive']","['your archive', 'archive?']","['Opps,', 'links to']","[""the article's""]","['how come', 'your archive']",[],"['for you, ok?']",[],"['for you, ok?']",['your archive'],['your archive'],"[""the article's""]",[],['links to'],"['Opps,', ""I'm going""]","['how come', ""I'm going""]",['talk']
48,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",Polite,"['Thanks for', 'like to be?']","[""I don't really"", 'I noticed', ""you weren't an admin:""]","['the heads-up on that;', ""you'd said."", ""you weren't an admin:""]","['Thanks for', 'the heads-up on that;', ""I don't really""]","['the heads-up on that;', ""you weren't an admin:""]","['the heads-up on that;', 'beyond what', ""you weren't an admin:""]",['the heads-up on that;'],"['the heads-up on that;', 'beyond what', 'like to be?']",['would you'],"['the heads-up on that;', 'beyond what', 'like to be?']","['have anything', ""you weren't an admin:"", 'like to be?']","['have anything', ""you weren't an admin:"", 'would you']","['the heads-up on that;', ""you weren't an admin:""]","['beyond what', 'would you']","['I noticed', 'would you', 'like to be?']","['Thanks for', 'the heads-up on that;', 'would you']","['the heads-up on that;', 'beyond what', 'would you']","[""you'd said."", 'you said']"
49,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",Polite,"['Hey Love,', 'as you wish,']","['Hey Love,', 'my section,']","['if you¬† have', 'Is English']","['as you wish,', 'if you¬† have']",['any suggestions about'],"['as you wish,', 'if you¬† have']","['as you wish,']","['language for', 'you?']",['if you¬† have'],"['let me know.¬†', 'you?']","['Hey Love,', 'if you¬† have']","['Hey Love,', 'if you¬† have']",['any suggestions about'],['let me know.¬†'],"['Hey Love,', 'let me know.¬†']","['Hey Love,', 'as you wish,']","['Hey Love,', 'as you wish,']",['Is English']
50,@marcdeacon_ Happy Birthday Marc have a good one! Xx,Polite,[],['Birthday'],['Happy'],['@marcdeacon '],[],['have a good'],[],['one! Xx'],[],['one! Xx'],['have a good'],['have a good'],[],[],['Marc'],['Happy'],['Birthday'],[]
51,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",Polite,"['sorry for', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', ""i'm deeply""]","['Hello,', 'unnie!', 'greeting¬†']","['namjoo', 'Welcome to', 'the late']","['Hello,', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', 'to have a pleasant +']",[],"['sorry for', 'greeting¬†', 'to have a pleasant +']",[],"['sorry for', 'greeting¬†', 'to have a pleasant +']","['@apinknumjoo', 'paradox.', 'to have a pleasant +']","['@apinknumjoo', 'paradox.', 'to have a pleasant +']","['Hello,', 'to have a pleasant +']",[],"['namjoo', 'unnie!', 'paradox.']","['Hello,', ""i'm deeply"", 'to have a pleasant +']","['Hello,', 'namjoo', 'sorry for']","['Hello,', 'unnie!']"
52,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,Polite,"['trouble', 'chance you']","['Hey Sai -', 'picturing it']","['Hey Sai -', 'trouble']","['Hey Sai -', ""I'm having""]",['or a sketch for it?'],"['Hey Sai -', ""I'm having""]","['picturing it', 'Any']","['picturing it', 'or a sketch for it?']","['Hey Sai -', 'chance you']","['picturing it', 'or a sketch for it?']","['Hey Sai -', 'or a sketch for it?']","['Hey Sai -', 'or a sketch for it?']",['or a sketch for it?'],"['trouble', 'my head.']","['Hey Sai -', 'my head.']","['Hey Sai -', ""I'm having""]","['Hey Sai -', 'trouble']",['Any']
